Date,Open,High,Low,Close,Volatility,Price_Change
1315864800.0,0.0035455535043176726,0.0037349977575027874,0.00655381241676136,0.005231440255474392,0.07442137356472087,0.5352281747394998
1315951200.0,0.004757201225991225,0.005223047052137308,0.00794218539103365,0.006394528404469588,0.08116944118424675,0.5314917277200604
1316037600.0,0.005852151572912852,0.005582660469588488,0.008985352399138785,0.007304132617629101,0.03525771522409028,0.5190877168029447
1316124000.0,0.006872617487981039,0.007279029443482229,0.01027797162056877,0.009178001496798736,0.06260627036365245,0.5727386332049786
1316383200.0,0.0072351120974362,0.010436170812776186,0.010320811053759043,0.01194407788230083,0.2622268061420569,0.7190599711901622
1316469600.0,0.011766371188348354,0.01282448972233797,0.014349855512158756,0.012396392259804314,0.1554432352086307,0.4669770153321556
1316556000.0,0.012856357760363944,0.01250952070029856,0.01455395662592052,0.012070830288242768,0.12313926137579605,0.37950166409063973
1316642400.0,0.00823571596081451,0.009590468884759113,0.010698767456169479,0.00950605467677792,0.18485486242016044,0.5069085675897771
1316728800.0,0.008049497929115194,0.008826604598665775,0.011492482250949761,0.010122399123612357,0.0844616880133206,0.5573129311758758
1316988000.0,0.007945216943694083,0.008142098867676743,0.009338114530152234,0.009841567564644549,0.18068309117267625,0.546361718896583
1317074400.0,0.010147534026868162,0.009449098438065583,0.011041454700721192,0.008869836232064244,0.15374389914799838,0.34461549331867875
1317160800.0,0.008027153989972299,0.008082579951348508,0.010650890579748332,0.008310657363863515,0.09090842391481946,0.4438747899752175
1317247200.0,0.008456694320987536,0.0077031268951212465,0.008055570195183997,0.006710160335774254,0.23657593103074656,0.31086634899434257
1317333600.0,0.004782027052587137,0.004399663849715723,0.006788145245150986,0.004411303826185071,0.10368263587564361,0.39837763492483935
1317592800.0,0.003106085623490342,0.0028496096077127698,0.004769844933527976,0.0027412199707875944,0.136471347620621,0.39715936188541023
1317679200.0,0.0016660138792847009,0.002641282984232772,0.0,0.002219318765975872,0.4523809663598066,0.45937287240380076
1317765600.0,0.0,0.002150229355807272,0.0015269520498196118,0.0036483399342121963,0.31391315710074263,0.6680498729441818
1317852000.0,0.0013581346979274242,0.0033803494579112124,0.00442463896736082,0.0034296354946651572,0.1963064694102054,0.5621311550348361
1317938400.0,0.0019664404462172236,0.0016343709707460983,0.003590610516248324,0.0015483069076080882,0.13473075215501518,0.3923083634963935
1318197600.0,0.0027882788923209714,0.004379817266718863,0.0060397886051764185,0.006272751456680188,0.15321112150289348,0.6524469846711537
1318284000.0,0.0061351979756085265,0.007943695535695176,0.009388510128188823,0.009125811376317563,0.1645797927656453,0.6163468291201475
1318370400.0,0.009802412629584159,0.009449098438065583,0.011565553398767883,0.009598013669065748,0.11989596563228337,0.41357694772807096
1318456800.0,0.009216450820437254,0.00924573693244519,0.01224840211101325,0.011148804826408735,0.06263406269553265,0.5478595039666676
1318543200.0,0.012158669303436877,0.012611204925219145,0.015377903135328653,0.014521281701122922,0.07785726751156904,0.5718965771064719
1318802400.0,0.013377762687469492,0.013776840993135234,0.015546728035989077,0.014021745702608076,0.13958618732452016,0.4681577347550977
1318888800.0,0.013382726462375528,0.013308106090305236,0.015559328699308874,0.014580924570808803,0.10991957207829507,0.5016689731832973
