Date,Open,High,Low,Close,Volatility,Price_Change
1315864800.0,0.013476463277152346,0.012616262260901899,0.01360975967765109,0.01304832941589304,0.1895766744706568,0.6231134208975498
1315951200.0,0.014156301470290813,0.014016834106605537,0.014094203662846413,0.013902667590011393,0.3343400500650455,0.6392651482734336
1316037600.0,0.015211029860468614,0.014630973745297017,0.015377555272749813,0.015085813548247654,0.22733027548579332,0.6499668740522968
1316124000.0,0.016212602177931877,0.018310253752661362,0.016932875435745325,0.018604337870603473,0.5390857067808191,0.8752379973804856
1316383200.0,0.018881596565808834,0.01929954656430917,0.01867234097323029,0.019276005053545202,0.42360842290036854,0.6907517065763353
1316469600.0,0.019913943451685772,0.018479767408589778,0.018148234907375705,0.016904092491190313,0.38305118658304077,0.375880273940518
1316556000.0,0.01815419767603105,0.01833248505179951,0.018369209356763044,0.016516267925307648,0.3288321770822734,0.5046240749438974
1316642400.0,0.015415261087213916,0.015072820815667817,0.014740128976440172,0.014088148904129188,0.395425951735732,0.533528738039237
1316728800.0,0.014237434423381412,0.013877888486992089,0.01475712701100843,0.014194941175893983,0.20707793283856657,0.6595430480219557
1316988000.0,0.016187422985593416,0.015475763112546842,0.015420050359170457,0.015948582691189532,0.35092012520999644,0.6377471740344929
1317074400.0,0.01807306472294045,0.016729052601460223,0.01570335093530807,0.014363560552364705,0.4948421171848707,0.30055362101897554
1317160800.0,0.01587128423734384,0.01702361731504075,0.01660991277894844,0.01590923817001303,0.4005617678884894,0.6642289172705167
1317247200.0,0.01805907628275242,0.01660400154380811,0.013972384415107241,0.013866133391776064,0.7404567763704207,0.2509307075252018
1317333600.0,0.013588370798656617,0.013463830540543984,0.013666419792878613,0.01212092284530405,0.3158673546706442,0.5188664948632352
1317592800.0,0.01325824361021901,0.013074782805626304,0.012584211592032915,0.01092653559530307,0.4286733474263909,0.42889233738748844
1317679200.0,0.011190752150427523,0.011240700626728672,0.009479237277564641,0.011072672388244364,0.648320572274402,0.6576380498892823
1317765600.0,0.012004879369371125,0.012677398333531814,0.01175980691547245,0.013039898447069502,0.4997646835832486,0.7693127532455103
1317852000.0,0.014173087598516454,0.013636123108864664,0.01432934314104063,0.013604773358246438,0.23700863667729005,0.608552200585
1317938400.0,0.014788578966789975,0.014825497612755858,0.014572981636518986,0.014512507668247182,0.38378961956972596,0.6361825438876911
1318197600.0,0.015837711980892556,0.016187164684967743,0.01618496191474202,0.016361700163542818,0.3405562752247737,0.7094914594542642
1318284000.0,0.017060301653326757,0.01728483507991405,0.017573134737816336,0.017530794507073177,0.2936146808741443,0.7016346640543785
1318370400.0,0.018750105228041318,0.018699301487579045,0.019083126808629832,0.017904567458249962,0.2765907842027881,0.5788869569987072
1318456800.0,0.01885082199739516,0.018099056410848906,0.019338097327153688,0.017719086144132156,0.15015752552169756,0.5523977521198253
1318543200.0,0.019933527267949024,0.02005263182261411,0.020740435179034893,0.020686787170016943,0.23016471232344193,0.7197217908127217
1318802400.0,0.020890336576810574,0.02005263182261411,0.020879252461342323,0.01945586572178064,0.21005495963811893,0.5248565652890104
1318888800.0,0.020336394345364422,0.01946906022023759,0.01973188512798497,0.019891465777663354,0.29289872358725444,0.6139809701514557
1318975200.0,0.019877573507196888,0.019113359434027137,0.017643959881850746,0.016420716945307563,0.5480457153380707,0.33226937275923474
